Train Size,Params,Validation MSE
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.274162446632907
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7767968331227344
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.500492400359252
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.045487463296556
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7284359149358357
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.279620567021401
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2.988866122087125
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.3764327137998458
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.047735425519383
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.4720398118369085
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.274162446632907
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7767968331227344
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.500492400359252
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.045487463296556
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7284359149358357
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.279620567021401
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.09689283663879
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.512327889941403
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.158602592734908
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.6021577125042716
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.3054514958299457
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.8004330612111255
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.500492400359252
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.045487463296556
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7284359149358357
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.279620567021401
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.242761466368139
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.6709624801976175
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.2775908726963023
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.75127950872069
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.4271717205538104
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.9361197929926903
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.5594423261340857
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.105337320555853
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7284359149358357
0.2,"{'n_estimators': 300, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.279620567021401
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2.956510442100305
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.3002766655614693
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.040305599185696
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.4453038286823663
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.2705647558544704
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7629457033535614
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.502779927421448
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.052161692328108
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7276319754540572
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.281006983681914
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2.9914418568725383
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.3394623615120365
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.0352598579495207
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.4565250714910176
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.2705647558544704
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7629457033535614
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.502779927421448
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.052161692328108
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7276319754540572
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.281006983681914
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.1087309416365727
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.5120436878479717
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.1641421963419742
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.6187906383544393
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.3197386580673394
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.792150814358409
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.502779927421448
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.052161692328108
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7276319754540572
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.281006983681914
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.2375398330171707
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.67078930696742
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.285386225225108
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.7685907994313674
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.423532367054039
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.938417010874378
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.5546172719703115
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.103020056253386
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7276319754540572
0.2,"{'n_estimators': 300, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.281006983681914
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2.9598772904061086
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.2994123406827116
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.0398758059632636
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.447377944810176
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.2705647558544704
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7629457033535614
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.502779927421448
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.052161692328108
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7276319754540572
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.281006983681914
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2.990546538077683
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.3398895884871473
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.035073433488102
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.4565544254223965
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.2705647558544704
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7629457033535614
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.502779927421448
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.052161692328108
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7276319754540572
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.281006983681914
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.1090507482317884
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.5111164353802033
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.1641421963419742
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.6187929705667523
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.3197386580673394
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.792150814358409
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.502779927421448
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.052161692328108
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7276319754540572
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.281006983681914
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.237595914643778
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.6708944672186012
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.285386225225108
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.7685907994313674
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.423532367054039
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.938417010874378
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.5546172719703115
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.103020056253386
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7276319754540572
0.2,"{'n_estimators': 300, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.281006983681914
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2.9598772904061086
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.2994123406827116
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.0398758059632636
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.447377944810176
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.2705647558544704
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7629457033535614
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.502779927421448
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.052161692328108
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7276319754540572
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.281006983681914
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2.990546538077683
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.3398895884871473
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.035073433488102
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.4565544254223965
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.2705647558544704
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7629457033535614
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.502779927421448
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.052161692328108
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7276319754540572
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.281006983681914
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.1090507482317884
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.5111164353802033
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.1641421963419742
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.6187929705667523
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.3197386580673394
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.792150814358409
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.502779927421448
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.052161692328108
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7276319754540572
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.281006983681914
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.237595914643778
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.6708944672186012
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.285386225225108
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.7685907994313674
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.423532367054039
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.938417010874378
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.5546172719703115
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.103020056253386
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.7276319754540572
0.2,"{'n_estimators': 300, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.281006983681914
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2.9401434392680232
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.2824157257266435
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.023240784897472
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.4367852765775764
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.261267246904197
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7588779005011412
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.4932378999705067
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.032550829778204
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.71335152055498
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.272969470513654
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2.9810226830005675
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.324800429449028
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.0281397641621934
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.4512380633041415
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.261267246904197
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7588779005011412
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.4932378999705067
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.032550829778204
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.71335152055498
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.272969470513654
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.08781791757628
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.5059326365581285
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.1497548864851415
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.6050594118484525
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.3095867057714004
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7756607498857235
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.4932378999705067
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.032550829778204
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.71335152055498
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.272969470513654
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.2288277253055773
0.2,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.6650902403316485
